listing_id,farmer_id,crop,variety,quantity_tonnes,price_per_quintal,description,harvest_date,listed_at,cluster,district,taluka,village
L4388,F2817,Cotton,DCH-32,15.19,8334.19,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-10-19,2026-06-27,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Soegaon,Soegaon
L4389,F2817,Cotton,DCH-32,1.33,8466.34,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-10-02,2026-06-08,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Soegaon,Soegaon
L4390,F2817,Maize,Pratap Hybrid-1,6.35,1974.29,"Maize harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-11-08,2026-05-14,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Soegaon,Soegaon
L4391,F2817,Cotton,Ajeet-155 Bt,10.07,8488.62,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-11-06,2026-07-03,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Soegaon,Soegaon
L4392,F2818,Bajra,Saburi,13.56,3151.65,"Freshly harvested Bajra, good grade, cleaned and ready for pickup.",2025-11-01,2026-06-23,Marathwada,Beed,Ashti,Kada
L4393,F2819,Jowar,CSH-16,12.08,2793.25,"Quality Jowar lot from this season, well-dried and properly sorted.",2025-12-01,2026-08-02,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Aurangabad,Ladsawangi
L4394,F2820,Ragi,Phule Nachani,1.93,3040.29,"Healthy Ragi yield this season, sorted and free of visible damage.",2024-11-16,2026-07-18,Konkan,Raigad,Pen,Pen Rural
L4395,F2821,Soybean,JS 335,4.06,6056.26,"Healthy Soybean yield this season, sorted and free of visible damage.",2025-12-07,2026-06-21,Marathwada,Beed,Patoda,Patoda
L4396,F2821,Bajra,Shraddha,12.24,4069.71,"Bajra harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-12-17,2026-08-15,Marathwada,Beed,Patoda,Patoda
L4397,F2822,Rice,Indrayani,10.22,4732.89,"Healthy Rice yield this season, sorted and free of visible damage.",2024-12-30,2026-08-06,Konkan,Thane,Murbad,Deogaon
L4398,F2823,Cotton,DCH-32,6.96,9279.8,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-11-08,2026-06-06,Marathwada,Parbhani,Purna,Kawalgaon
L4399,F2824,Soybean,JS 9560,5.53,6143.61,"Freshly harvested Soybean, good grade, cleaned and ready for pickup.",2024-11-03,2026-08-01,Marathwada,Nanded,Hadgaon,Manatha
L4400,F2824,Soybean,MAUS 71,4.23,6807.95,"Healthy Soybean yield this season, sorted and free of visible damage.",2025-12-03,2026-08-16,Marathwada,Nanded,Hadgaon,Manatha
L4401,F2825,Sugarcane,Co 740,59.58,448.11,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2024-10-18,2026-07-30,Marathwada,Nanded,Himayatnagar,Sarsam
L4402,F2826,Tur,BSMR-736,12.38,6797.29,"Tur harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-10-16,2026-07-13,Konkan,Palghar,Mokhada,Gonde Bk.
L4403,F2827,Areca Nut,Mangala,4.41,37865.06,"Freshly harvested Areca Nut, good grade, cleaned and ready for pickup.",2026-02-24,2026-05-26,Konkan,Sindhudurg,Dodamarg,Kumbral
L4404,F2827,Areca Nut,Mangala,9.1,48953.58,"Areca Nut harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-02-11,2026-07-19,Konkan,Sindhudurg,Dodamarg,Kumbral
L4405,F2828,Tur,BSMR-736,5.58,7612.42,"Quality Tur lot from this season, well-dried and properly sorted.",2025-10-06,2026-07-08,Marathwada,Latur,Udgir,Kumtha Kh.
L4406,F2828,Tur,BDN-711,8.86,6509.59,"Well-graded Tur, stored in dry conditions, ready for immediate sale.",2025-10-02,2026-07-25,Marathwada,Latur,Udgir,Kumtha Kh.
L4407,F2828,Tur,Phule Rajeshwari,12.74,7844.35,"Tur harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-11-19,2026-08-05,Marathwada,Latur,Udgir,Kumtha Kh.
L4408,F2828,Gram,JAKI-9218,10.15,6264.55,"Gram harvest, medium-to-large grade, minimal moisture, farm-fresh.",2026-03-17,2026-04-17,Marathwada,Latur,Udgir,Kumtha Kh.
L4409,F2829,Rice,Ambemohar,18.22,4709.77,"Healthy Rice yield this season, sorted and free of visible damage.",2024-10-17,2026-08-01,Konkan,Palghar,Dahanu,Dapchari
L4410,F2830,Ragi,Dapoli-1,9.61,3816.07,"Healthy Ragi yield this season, sorted and free of visible damage.",2025-11-20,2026-06-03,Konkan,Thane,Bhiwandi,Anjur
L4411,F2830,Chickoo,Kalipatti,3.67,3485.43,"Chickoo harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-12-21,2026-07-30,Konkan,Thane,Bhiwandi,Anjur
L4412,F2831,Bajra,Saburi,16.88,3622.42,"Well-graded Bajra, stored in dry conditions, ready for immediate sale.",2024-11-23,2026-03-02,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Khuldabad,Takali
L4413,F2832,Rice,Karjat-3,24.66,5015.53,"Quality Rice lot from this season, well-dried and properly sorted.",2024-12-12,2026-07-09,Konkan,Thane,Shahapur,Shirol
L4414,F2833,Soybean,MACS 1281,18.75,5349.66,"Freshly harvested Soybean, good grade, cleaned and ready for pickup.",2025-11-22,2026-05-23,Marathwada,Latur,Latur,Wadi Wagholi
L4415,F2834,Cotton,DCH-32,11.8,8744.59,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-12-29,2026-06-06,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Sillod,Ajantha
L4416,F2835,Cashew,Vengurla-4,8.68,15502.26,"Raw Cashew nuts, good kernel count, sun-dried, low moisture.",2025-04-17,2026-08-07,Konkan,Raigad,Sudhagad-Pali,Kumbharghar
L4417,F2836,Soybean,JS 9560,3.5,6884.49,"Quality Soybean lot from this season, well-dried and properly sorted.",2024-12-05,2026-02-24,Marathwada,Latur,Latur,Pimpalgaon Amba
L4418,F2836,Soybean,MAUS 71,8.5,5729.41,"Quality Soybean lot from this season, well-dried and properly sorted.",2024-10-11,2026-08-12,Marathwada,Latur,Latur,Pimpalgaon Amba
L4419,F2837,Sugarcane,CoVSI 09292,110.72,571.06,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2025-12-19,2026-07-19,Marathwada,Nanded,Himayatnagar,Kamari
L4420,F2838,Coconut,T x D hybrid,5.67,4576.78,"Quality Coconut lot from this season, well-dried and properly sorted.",2026-07-09,2026-07-11,Konkan,Sindhudurg,Kudal,Kasal
L4421,F2839,Ragi,Phule Nachani,1.87,3752.37,"Quality Ragi lot from this season, well-dried and properly sorted.",2025-12-30,2026-06-16,Konkan,Raigad,Murud,Adad
L4422,F2839,Field Beans,Konkan Val landrace,5.84,4661.56,"Field Beans harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-10-24,2026-05-31,Konkan,Raigad,Murud,Adad
L4423,F2839,Ragi,Dapoli-2,7.4,3506.35,"Freshly harvested Ragi, good grade, cleaned and ready for pickup.",2024-10-31,2026-07-01,Konkan,Raigad,Murud,Adad
L4424,F2840,Mango (Alphonso),Alphonso (Hapus),1.6,12912.92,"Ripe-to-eat Alphonso, export grade, naturally ripened, no chemical treatment.",2025-02-15,2026-08-15,Konkan,Ratnagiri,Chiplun,Bivali
L4425,F2841,Sugarcane,Phule 265,42.51,332.38,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2025-02-24,2026-05-28,Marathwada,Dharashiv (Osmanabad),Kalamb,Shiradhon
L4426,F2842,Bajra,Saburi,5.3,3015.44,"Quality Bajra lot from this season, well-dried and properly sorted.",2025-10-20,2026-08-11,Marathwada,Jalna,Partur,Ashti
L4427,F2842,Bajra,ICTP-8203,1.23,2595.98,"Quality Bajra lot from this season, well-dried and properly sorted.",2025-11-30,2026-06-25,Marathwada,Jalna,Partur,Ashti
L4428,F2842,Cotton,DCH-32,10.32,8748.46,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-10-22,2026-07-12,Marathwada,Jalna,Partur,Ashti
L4429,F2843,Rice,Indrayani,21.11,4706.89,"Well-graded Rice, stored in dry conditions, ready for immediate sale.",2024-10-21,2026-05-17,Konkan,Raigad,Uran,Antrabamdakhar
L4430,F2843,Ragi,Dapoli-1,0.48,3902.88,"Quality Ragi lot from this season, well-dried and properly sorted.",2025-12-07,2026-07-03,Konkan,Raigad,Uran,Antrabamdakhar
L4431,F2844,Soybean,MACS 1281,6.79,6397.96,"Soybean harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-10-27,2026-07-30,Marathwada,Latur,Deoni,Achwala
L4432,F2845,Rice,Ambemohar,17.4,3889.76,"Freshly harvested Rice, good grade, cleaned and ready for pickup.",2025-11-22,2026-06-03,Konkan,Ratnagiri,Rajapur,Kasheli)
L4433,F2846,Bajra,Shraddha,11.58,3650.05,"Quality Bajra lot from this season, well-dried and properly sorted.",2024-10-02,2026-05-15,Marathwada,Beed,Kaij,Hol
L4434,F2847,Cashew,Vengurla-4,6.96,18004.87,"Raw Cashew nuts, good kernel count, sun-dried, low moisture.",2026-04-06,2026-06-12,Konkan,Raigad,Mangaon,Ambarle
L4435,F2848,Cotton,RCH-2 Bt,13.57,8974.62,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-12-23,2026-04-11,Marathwada,Beed,Majalgaon,Hiwara Bk.
L4436,F2849,Soybean,JS 20-29,15.48,5873.26,"Well-graded Soybean, stored in dry conditions, ready for immediate sale.",2024-10-27,2025-12-19,Marathwada,Latur,Jalkot,Atnoor
L4437,F2849,Tur,BSMR-736,8.31,6525.63,"Quality Tur lot from this season, well-dried and properly sorted.",2025-12-01,2026-06-18,Marathwada,Latur,Jalkot,Atnoor
L4438,F2850,Cotton,Ajeet-155 Bt,2.4,8595.52,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-11-11,2026-07-13,Marathwada,Dharashiv (Osmanabad),Osmanabad,Ter
L4439,F2851,Sugarcane,Co 740,16.37,360.32,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2026-03-06,2026-06-04,Marathwada,Latur,Jalkot,Chera
L4440,F2852,Mango (Alphonso),Kesar,5.06,11592.86,"Ripe-to-eat Alphonso, export grade, naturally ripened, no chemical treatment.",2025-04-27,2026-07-15,Konkan,Sindhudurg,Vengurla,Chipi
L4441,F2852,Rice,Ambemohar,4.73,3926.59,"Well-graded Rice, stored in dry conditions, ready for immediate sale.",2025-10-17,2026-07-21,Konkan,Sindhudurg,Vengurla,Chipi
L4442,F2853,Mango (Alphonso),Pairi,4.32,24439.81,"Ripe-to-eat Alphonso, export grade, naturally ripened, no chemical treatment.",2026-02-07,2026-07-08,Konkan,Sindhudurg,Sawantwadi,Amboli
L4443,F2854,Rice,Indrayani,9.86,4352.25,"Freshly harvested Rice, good grade, cleaned and ready for pickup.",2024-11-28,2026-07-06,Konkan,Sindhudurg,Sawantwadi,Amboli
L4444,F2855,Soybean,JS 9560,14.32,6577.6,"Soybean harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-10-20,2026-05-15,Marathwada,Latur,Ahmedpur,Kingaon
L4445,F2856,Jowar,Phule Yashoda,6.55,4550.52,"Jowar harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-12-04,2026-05-05,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Kannad,Chincholi
L4446,F2857,Mango (Alphonso),Alphonso (Hapus),9.1,8550.58,"Ripe-to-eat Alphonso, export grade, naturally ripened, no chemical treatment.",2025-03-08,2026-06-16,Konkan,Ratnagiri,Ratnagiri,Bhandarwada
L4447,F2857,Mango (Alphonso),Ratna,5.12,12633.18,"Ripe-to-eat Alphonso, export grade, naturally ripened, no chemical treatment.",2025-03-04,2026-06-24,Konkan,Ratnagiri,Ratnagiri,Bhandarwada
L4448,F2857,Areca Nut,Mangala,4.26,42040.98,"Areca Nut harvest, medium-to-large grade, minimal moisture, farm-fresh.",2026-02-16,2026-06-28,Konkan,Ratnagiri,Ratnagiri,Bhandarwada
L4449,F2858,Chickoo,Kalipatti,5.23,3990.24,"Well-graded Chickoo, stored in dry conditions, ready for immediate sale.",2025-12-27,2026-05-16,Konkan,Palghar,Vada,Chinchghar
L4450,F2859,Rice,Indrayani,21.15,4614.37,"Healthy Rice yield this season, sorted and free of visible damage.",2025-12-30,2026-06-14,Konkan,Palghar,Talasari,Sutrakar
L4451,F2860,Cotton,Bt Cotton (Bollgard II hybrid),17.9,9448.39,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-12-11,2026-07-30,Marathwada,Latur,Jalkot,Belsangvi
L4452,F2861,Sugarcane,Co 94012,120.12,356.91,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2025-12-21,2026-07-01,Marathwada,Jalna,Partur,Satona Kh.
L4453,F2862,Soybean,MACS 1281,16.84,7069.53,"Quality Soybean lot from this season, well-dried and properly sorted.",2025-10-10,2026-05-10,Marathwada,Jalna,Ambad,Jamkhed
L4454,F2863,Rice,Karjat-3,13.87,4242.78,"Freshly harvested Rice, good grade, cleaned and ready for pickup.",2025-10-03,2026-06-03,Konkan,Palghar,Vasai,Bhatane
L4455,F2864,Sugarcane,CoVSI 09292,135.8,555.24,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2026-03-02,2026-06-15,Marathwada,Nanded,Himayatnagar,Sarsam
L4456,F2865,Jowar,CSH-25,15.15,4456.05,"Healthy Jowar yield this season, sorted and free of visible damage.",2024-10-27,2026-05-22,Marathwada,Dharashiv (Osmanabad),Bhum,Pathrud
L4457,F2866,Soybean,MAUS 71,19.23,6540.62,"Freshly harvested Soybean, good grade, cleaned and ready for pickup.",2024-11-19,2026-05-03,Marathwada,Nanded,Himayatnagar,Kamari
L4458,F2867,Tur,BDN-711,12.0,6654.99,"Well-graded Tur, stored in dry conditions, ready for immediate sale.",2024-12-21,2026-06-12,Konkan,Thane,Murbad,Deogaon
L4459,F2868,Gram,Digvijay,8.79,6058.21,"Freshly harvested Gram, good grade, cleaned and ready for pickup.",2026-04-10,2026-05-31,Marathwada,Latur,Shirur Anantpal,Ajani Bk.
L4460,F2868,Soybean,MACS 1281,3.58,6338.56,"Quality Soybean lot from this season, well-dried and properly sorted.",2024-10-29,2026-08-02,Marathwada,Latur,Shirur Anantpal,Ajani Bk.
L4461,F2868,Soybean,JS 20-29,18.86,5030.46,"Freshly harvested Soybean, good grade, cleaned and ready for pickup.",2024-10-21,2026-07-01,Marathwada,Latur,Shirur Anantpal,Ajani Bk.
L4462,F2869,Mango (Alphonso),Ratna,4.46,11616.63,"Ripe-to-eat Alphonso, export grade, naturally ripened, no chemical treatment.",2025-02-03,2026-04-12,Konkan,Ratnagiri,Ratnagiri,Bhandarwada
L4463,F2869,Cashew,Vengurla-8,2.47,20420.41,"Raw Cashew nuts, good kernel count, sun-dried, low moisture.",2025-05-26,2026-05-29,Konkan,Ratnagiri,Ratnagiri,Bhandarwada
L4464,F2870,Cotton,DCH-32,8.99,8301.15,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-12-14,2026-07-17,Marathwada,Nanded,Biloli,Kasrali
L4465,F2871,Jowar,CSH-25,16.31,5620.38,"Well-graded Jowar, stored in dry conditions, ready for immediate sale.",2024-12-15,2026-06-07,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Soegaon,Fardapur
L4466,F2871,Jowar,CSH-25,10.09,3743.53,"Quality Jowar lot from this season, well-dried and properly sorted.",2025-11-27,2026-06-25,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Soegaon,Fardapur
L4467,F2872,Cotton,DCH-32,14.79,8306.77,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-11-04,2026-06-04,Marathwada,Nanded,Naigaon,Khairgaon
L4468,F2872,Sugarcane,Co 94012,103.26,448.55,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2025-03-19,2026-07-14,Marathwada,Nanded,Naigaon,Khairgaon
L4469,F2873,Wheat,NIAW-34,5.03,2294.52,"Well-graded Wheat, stored in dry conditions, ready for immediate sale.",2025-03-27,2026-08-20,Marathwada,Nanded,Deglur,Hanegaon
L4470,F2873,Wheat,Sharbati,7.01,3184.44,"Freshly harvested Wheat, good grade, cleaned and ready for pickup.",2025-04-29,2026-05-08,Marathwada,Nanded,Deglur,Hanegaon
L4471,F2873,Jowar,Phule Yashoda,7.23,2786.3,"Jowar harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-10-12,2026-07-23,Marathwada,Nanded,Deglur,Hanegaon
L4472,F2873,Wheat,Tapovan (NIAW-917),3.32,2515.48,"Freshly harvested Wheat, good grade, cleaned and ready for pickup.",2026-02-02,2026-07-30,Marathwada,Nanded,Deglur,Hanegaon
L4473,F2874,Rice,Indrayani,11.82,4382.39,"Well-graded Rice, stored in dry conditions, ready for immediate sale.",2025-11-02,2026-05-27,Konkan,Raigad,Tala,Bamanghar
L4474,F2874,Rice,IR-64,23.02,4705.46,"Rice harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-12-03,2026-08-14,Konkan,Raigad,Tala,Bamanghar
L4475,F2875,Rice,Karjat-3,6.57,4475.35,"Healthy Rice yield this season, sorted and free of visible damage.",2024-12-10,2026-05-08,Konkan,Raigad,Sudhagad-Pali,Kumbharghar
L4476,F2875,Rice,Kolam,3.51,3682.43,"Well-graded Rice, stored in dry conditions, ready for immediate sale.",2025-12-13,2026-05-04,Konkan,Raigad,Sudhagad-Pali,Kumbharghar
L4477,F2876,Ragi,Phule Nachani,0.96,3262.84,"Freshly harvested Ragi, good grade, cleaned and ready for pickup.",2024-10-26,2026-06-24,Konkan,Raigad,Panvel,Bhatan
L4478,F2877,Cashew,Konkan Kalpa,3.15,21527.6,"Raw Cashew nuts, good kernel count, sun-dried, low moisture.",2026-04-25,2026-05-05,Konkan,Raigad,Shrivardhan,Adgaon
L4479,F2878,Rice,Karjat-3,16.75,3833.74,"Rice harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-12-16,2026-05-14,Konkan,Sindhudurg,Devgad,Shirgaon
L4480,F2878,Coconut,Pratap,5.9,3498.16,"Quality Coconut lot from this season, well-dried and properly sorted.",2026-01-17,2026-07-08,Konkan,Sindhudurg,Devgad,Shirgaon
L4481,F2878,Rice,Kolam,14.55,4556.46,"Quality Rice lot from this season, well-dried and properly sorted.",2024-12-27,2026-08-22,Konkan,Sindhudurg,Devgad,Shirgaon
L4482,F2879,Cotton,RCH-2 Bt,5.69,8950.69,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-12-26,2026-07-29,Marathwada,Beed,Patoda,Chumbli
L4483,F2880,Tur,BSMR-736,8.39,6989.47,"Healthy Tur yield this season, sorted and free of visible damage.",2025-10-22,2026-07-12,Marathwada,Dharashiv (Osmanabad),Kalamb,Khamaswadi
L4484,F2881,Tur,Phule Rajeshwari,18.82,8061.43,"Tur harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-10-26,2026-04-25,Marathwada,Dharashiv (Osmanabad),Kalamb,Shiradhon
L4485,F2882,Bajra,Shraddha,13.31,3384.77,"Quality Bajra lot from this season, well-dried and properly sorted.",2025-12-10,2026-07-01,Marathwada,Jalna,Jalna,Sevali
L4486,F2883,Cotton,Ajeet-155 Bt,9.76,8648.24,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-10-03,2026-07-04,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Gangapur,Turkabad Kharadi
L4487,F2884,Cashew,Vengurla-7,6.45,21108.18,"Raw Cashew nuts, good kernel count, sun-dried, low moisture.",2026-05-02,2026-05-19,Konkan,Sindhudurg,Kudal,Gaorai
L4488,F2884,Areca Nut,Mangala,4.03,42637.58,"Freshly harvested Areca Nut, good grade, cleaned and ready for pickup.",2025-02-21,2026-06-25,Konkan,Sindhudurg,Kudal,Gaorai
L4489,F2884,Cashew,Vengurla-8,1.49,21533.83,"Raw Cashew nuts, good kernel count, sun-dried, low moisture.",2025-04-12,2026-05-31,Konkan,Sindhudurg,Kudal,Gaorai
L4490,F2885,Cotton,Bt Cotton (Bollgard II hybrid),2.48,8863.88,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-10-08,2026-06-28,Marathwada,Parbhani,Jintur,Kausadi
L4491,F2885,Cotton,Suraj Bt,16.75,8787.19,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-12-03,2026-06-19,Marathwada,Parbhani,Jintur,Kausadi
L4492,F2886,Mango (Alphonso),Kesar,9.88,23426.94,"Ripe-to-eat Alphonso, export grade, naturally ripened, no chemical treatment.",2025-05-09,2026-07-28,Konkan,Ratnagiri,Khed,Tulashi Bk.
L4493,F2887,Cotton,DCH-32,1.64,8904.18,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-10-31,2026-05-22,Marathwada,Latur,Ausa,Killari
L4494,F2887,Cotton,RCH-2 Bt,8.94,8753.69,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-12-07,2026-06-06,Marathwada,Latur,Ausa,Killari
L4495,F2887,Soybean,JS 335,12.3,6279.84,"Well-graded Soybean, stored in dry conditions, ready for immediate sale.",2025-12-16,2026-05-22,Marathwada,Latur,Ausa,Killari
L4496,F2887,Cotton,RCH-2 Bt,8.18,8709.92,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-10-09,2026-07-10,Marathwada,Latur,Ausa,Killari
L4497,F2887,Cotton,Suraj Bt,6.35,9309.83,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-11-03,2026-07-06,Marathwada,Latur,Ausa,Killari
L4498,F2888,Cotton,Bt Cotton (Bollgard II hybrid),14.19,8671.01,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-11-27,2026-07-20,Marathwada,Beed,Ashti,Dhamangaon
L4499,F2889,Ragi,Dapoli-2,3.21,3968.11,"Quality Ragi lot from this season, well-dried and properly sorted.",2024-11-11,2026-05-06,Konkan,Raigad,Khalapur,Ajivali
L4500,F2889,Mango (Alphonso),Ratna,6.65,26910.95,"Ripe-to-eat Alphonso, export grade, naturally ripened, no chemical treatment.",2025-05-02,2026-07-18,Konkan,Raigad,Khalapur,Ajivali
L4501,F2890,Jowar,CSH-25,10.05,3498.76,"Jowar harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-12-09,2026-07-28,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Soegaon,Gondegaon
L4502,F2890,Jowar,Maldandi,7.08,4140.17,"Freshly harvested Jowar, good grade, cleaned and ready for pickup.",2025-12-03,2026-08-07,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Soegaon,Gondegaon
L4503,F2890,Jowar,Phule Vasudha,2.15,4089.35,"Healthy Jowar yield this season, sorted and free of visible damage.",2024-12-17,2026-06-11,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Soegaon,Gondegaon
L4504,F2890,Bajra,ICTP-8203,10.58,2639.99,"Quality Bajra lot from this season, well-dried and properly sorted.",2024-12-14,2026-05-30,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Soegaon,Gondegaon
L4505,F2890,Jowar,Phule Vasudha,9.24,5129.17,"Jowar harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-12-02,2026-06-17,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Soegaon,Gondegaon
L4506,F2891,Chickoo,Cricket Ball,3.96,3376.3,"Healthy Chickoo yield this season, sorted and free of visible damage.",2025-10-04,2026-05-15,Konkan,Palghar,Jawhar,Winwal
L4507,F2891,Chickoo,Kalipatti,2.67,3247.34,"Chickoo harvest, medium-to-large grade, minimal moisture, farm-fresh.",2026-02-05,2026-07-06,Konkan,Palghar,Jawhar,Winwal
L4508,F2891,Tur,ICPL-87,9.59,6779.7,"Well-graded Tur, stored in dry conditions, ready for immediate sale.",2025-11-13,2026-06-07,Konkan,Palghar,Jawhar,Winwal
L4509,F2891,Chickoo,Kalipatti,4.2,3070.83,"Quality Chickoo lot from this season, well-dried and properly sorted.",2025-11-24,2026-06-27,Konkan,Palghar,Jawhar,Winwal
L4510,F2892,Cashew,Vengurla-7,9.63,21967.59,"Raw Cashew nuts, good kernel count, sun-dried, low moisture.",2025-04-01,2026-07-05,Konkan,Raigad,Alibag,Agarkot
L4511,F2893,Cotton,RCH-2 Bt,14.59,9125.62,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-12-14,2026-07-05,Marathwada,Dharashiv (Osmanabad),Osmanabad,Ter
L4512,F2893,Cotton,DCH-32,10.15,9168.01,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-10-28,2026-05-10,Marathwada,Dharashiv (Osmanabad),Osmanabad,Ter
L4513,F2894,Tur,BDN-711,4.97,7279.97,"Healthy Tur yield this season, sorted and free of visible damage.",2025-11-30,2026-05-21,Marathwada,Hingoli,Basmath,Hatta
L4514,F2895,Sugarcane,Co 94012,27.96,597.26,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2024-11-01,2026-07-13,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Kannad,R)
L4515,F2895,Jowar,CSH-16,14.75,6025.12,"Quality Jowar lot from this season, well-dried and properly sorted.",2024-12-31,2026-07-23,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Kannad,R)
L4516,F2896,Soybean,MACS 1281,4.52,5353.5,"Healthy Soybean yield this season, sorted and free of visible damage.",2025-10-13,2026-05-14,Marathwada,Dharashiv (Osmanabad),Washi,Terkheda
L4517,F2896,Tur,ICPL-87,6.22,6846.53,"Healthy Tur yield this season, sorted and free of visible damage.",2024-12-09,2026-05-23,Marathwada,Dharashiv (Osmanabad),Washi,Terkheda
L4518,F2896,Soybean,JS 9560,7.05,6864.34,"Soybean harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-10-11,2026-07-04,Marathwada,Dharashiv (Osmanabad),Washi,Terkheda
L4519,F2897,Cotton,Bt Cotton (Bollgard II hybrid),1.97,8578.69,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-10-29,2026-06-27,Marathwada,Nanded,Mahur,Wai
L4520,F2898,Cotton,RCH-2 Bt,7.2,8663.32,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-11-09,2026-05-27,Marathwada,Hingoli,Hingoli,Balsond
L4521,F2898,Cotton,Ajeet-155 Bt,16.45,8956.0,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-11-16,2026-07-06,Marathwada,Hingoli,Hingoli,Balsond
L4522,F2898,Cotton,Bt Cotton (Bollgard II hybrid),9.11,9251.85,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-12-23,2026-07-02,Marathwada,Hingoli,Hingoli,Balsond
L4523,F2898,Cotton,Bt Cotton (Bollgard II hybrid),4.7,9235.35,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-10-08,2026-06-06,Marathwada,Hingoli,Hingoli,Balsond
L4524,F2898,Tur,Vipula,17.16,6937.9,"Tur harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-11-19,2026-06-28,Marathwada,Hingoli,Hingoli,Balsond
L4525,F2899,Cotton,RCH-2 Bt,6.66,8763.92,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-10-27,2026-07-03,Marathwada,Nanded,Mudkhed,Barad
L4526,F2900,Cotton,RCH-2 Bt,10.89,9249.71,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-11-20,2026-05-20,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Paithan,Pirachi)
